operon_id	chromosome	TSS_start	TSS_end	score	strand	RNAP1_promoter	RNAP1_body	spt45_r1_promoter	spt45_r1_body	elf1_r1_promoter	elf1_r1_body	cpsf1_r1_promoter	cpsf1_r1_body	RNAP2_promoter	RNAP2_body	spt45_r2_promoter	spt45_r2_body	elf1_r2_promoter	elf1_r2_body	cpsf1_r2_promoter	cpsf1_r2_body	EI_RNAP1	EI_RNAP2	EI_spt45_r1	EI_spt45_r2	EI_elf1_r1	EI_elf1_r2	EI_RNAPmean	EI_Spt45mean	EI_Elf1mean	EI_RNAPsd	EI_Spt45sd	EI_Elf1sd	TFB1_peakStart	TFB1_foldR1	TFB1_foldR2	TFEb_peakStart	TFEb_foldR1	TFEb_foldR2	first.cistron	Synonym	Product	Raw.Counts.h2o2.Replicate.1	Raw.Counts.h2o2.Replicate.2	Normalized.Counts.h2o2.Replicate.1	Normalized.Counts.h2o2.Replicate.2	RPKM.h2o2	Expression.h2o2	Raw.Counts.expon.Replicate.1	Raw.Counts.expon.Replicate.2	Normalized.Counts.expon.Replicate.1	Normalized.Counts.expon.Replicate.2	RPKM.expon	Expression.expon	Raw.Counts.stat.Replicate.1	Raw.Counts.stat.Replicate.2	Raw.Counts.stat.Replicate.3	Normalized.Counts.stat.Replicate.1	Normalized.Counts.stat.Replicate.2	Normalized.Counts.stat.Replicate.3	RPKM.stat	Expression.stat	pValue.h2o2.vs.expon	qValue.h2o2.vs.expon	pValue.h2o2.vs.stat	qValue.h2o2.vs.stat	pValue.expon.vs.stat	qValue.expon.vs.stat
ID_54	gi|15896971|ref|NC_002754.1|	59844	59845	.	-	15.3326533333333	11.84764	14.2671066666667	19.79988	10.40556	21.82824	10.5346133333333	4.874368	15.49176	10.107864	15.03996	17.77548	10.2644866666667	20.04368	10.6667066666667	4.479892	-0.372007669676182	-0.61602289801528	0.472798897119891	0.241087788116546	1.06884120201026	0.965485931068638	-0.494015283845731	0.356943342618219	1.01716356653945	0.17254482267136	0.16384449645252	0.0730832129541958	59837	10.75782	12.13592	59837	7.46239	8.18385	SSO0074	SSO0074	30S ribosomal protein S13P	12226	5723	339388	226375	458	568	20905	13480	460929	403723	957	868	615	641	493	38102	30813	33298	28	68	0.845719707344279	1	4.93997873949517e-218	6.00709133439393e-217	0	0
ID_81	gi|15896971|ref|NC_002754.1|	89409	89410	.	+	5.57148666666667	2.478736	6.05995333333333	3.826292	6.26522666666667	4.865564	4.24203333333333	1.392544	4.79200666666667	2.358032	6.32458666666667	3.4164	6.50652	4.274488	4.21726	1.249216	-1.16845771613508	-1.02304661847008	-0.663359707945207	-0.888494298926907	-0.364759657959987	-0.60613450321684	-1.09575216730258	-0.775927003436057	-0.485447080588414	0.102821173218704	0.15919419596282	0.170677789888974	89422	2.48886	2.68251	89424	2.25073	2.23792	SSO0110	SSO0110	hypothetical protein	6301	9429	174910	372953	221	303	18229	13597	401928	407243	488	448	9905	12012	8543	613149	576767	576413	271	652	0.795672858894297	1	0.392121950407379	0.840107110542445	0.167095030812819	0.322884438808384
ID_108	gi|15896971|ref|NC_002754.1|	126584	126585	.	-	4.56893333333333	3.87518	3.92512	4.339888	2.96254	4.667864	4.04126666666667	3.845572	4.40070666666667	3.623224	3.36496666666667	4.335388	2.87731333333333	4.361368	3.56229333333333	4.115912	-0.237594067565024	-0.280461209862058	0.144921050145704	0.365568901118299	0.655927894880586	0.60005839004766	-0.259027638713541	0.255244975632001	0.627993142464123	0.0303116470083216	0.15602159167696	0.0395057057288965	126596	3.83768	3.6994	126601	4.03748	3.53632	SSO0150	SSO0150	hypothetical protein	1275	947	35413	37472	97	125	2401	1940	52952	58103	206	190	251	271	224	15588	13013	15131	20	50	0.98043984751028	1	2.10638403623104e-18	9.96530927779215e-18	2.30942502027184e-45	9.86178338560525e-45
ID_116	gi|15896971|ref|NC_002754.1|	136387	136388	.	+	14.4342266666667	11.84336	12.9979666666667	20.65608	9.71712666666667	24.412	10.15724	5.53326	15.2566466666667	12.56252	14.3754066666667	22.50284	10.96506	27.32196	10.9208333333333	6.473384	-0.285415378951653	-0.280312006866213	0.668280539953307	0.646504321011447	1.32898881532253	1.31714727584107	-0.282863692908933	0.657392430482377	1.3230680455818	0.00360862900853267	0.0153981120823924	0.00837323286702887	136405	7.6463	7.91386	136399	6.25377	6.35351	SSO0164	SSO0164	30S ribosomal protein S8e	20291	8455	563279	334439	910	1116	27643	22070	609487	660997	1714	1580	712	835	673	44117	40127	45446	44	107	0.356754936876033	0.958220982308101	0	0	0	0
ID_133	gi|15896971|ref|NC_002754.1|	156626	156627	.	+	3.84188	1.420564	2.83999333333333	1.721308	2.05112	2.51872	2.66785333333333	1.2350548	3.95087333333333	1.1774752	2.91262	1.732388	1.89277333333333	2.256556	2.77676	1.0581224	-1.43534862749784	-1.74647491955121	-0.722382275887597	-0.749555405841048	0.296278851459047	0.253620928476719	-1.59091177352453	-0.735968840864322	0.274949889967883	0.219999510916365	0.0192143044561484	0.030163706612138	156630	4.11347	4.11427	156606	2.85477	2.86435	NA	NA	Novel protein	1632	1173	45315	46408	138	177	1048	807	23109	24192	99	91	331	479	336	20546	23015	22730	35	85	2.96608448019617e-10	8.39401907895517e-09	6.00106918598838e-11	2.40119902004908e-10	0.765798197370775	1
ID_138	gi|15896971|ref|NC_002754.1|	166332	166333	.	-	5.57396666666667	3.679508	5.44473333333333	5.691844	4.58604666666667	6.657808	4.25948666666667	2.096032	5.22737333333333	4.107584	4.90042666666667	6.636756	4.50308	7.414896	4.15950666666667	2.383288	-0.599191503556055	-0.347796120134244	0.0640347297353434	0.437570868411011	0.537796230615199	0.719514349563489	-0.47349381184515	0.250802799073177	0.628655290089344	0.177763380376555	0.264129936675803	0.1284941141728	166323	2.59403	2.8977	166328	4.03173	4.29387	SSO0192	SSO0192	Glutaredoxin related protein	30822	30841	855580	1219794	1115	1478	42328	36098	933264	1081101	1548	1434	32187	39366	36578	1992397	1890088	2467803	1239	3015	0.310690099133123	0.858950513855605	0.576998193439521	1	0.136540453092458	0.265490587430869
ID_145	gi|15896971|ref|NC_002754.1|	175942	175943	.	-	9.49514	3.368072	7.05934	4.619696	3.60913333333333	5.35646	5.09534	2.064456	9.85902666666667	2.928716	7.62794	4.353452	3.94151333333333	5.15962	5.50229333333333	1.872648	-1.49526629264641	-1.75117692275519	-0.611735389748731	-0.809133679058261	0.569627419038618	0.388515161865441	-1.6232216077008	-0.710434534403495	0.47907129045203	0.180956141927641	0.139581668965393	0.128065705203155	175939	9.21606	9.32684	175943	9.40038	9.7416	SSO0201	SSO0201	CTP synthetase	8122	7817	225480	309192	125	166	17212	9459	379493	283299	229	206	745	890	697	46142	42745	47026	11	28	0.32172860703536	0.881638339525594	7.65154124443034e-100	6.90412982432221e-99	8.26253201855359e-165	5.36978333481364e-164
ID_159	gi|15896971|ref|NC_002754.1|	186913	186914	.	-	20.9033333333333	15.59012	24.6615333333333	26.01748	22.8458666666667	30.36644	11.1567866666667	5.0459	19.7631333333333	13.22648	23.3522666666667	23.22896	22.4396	27.63584	10.8764066666667	4.874728	-0.423100986096521	-0.579382531974538	0.077218730086333	-0.00763802693744057	0.410544611750264	0.30049350515714	-0.50124175903553	0.0347903515744462	0.355519058453702	0.110507740864662	0.0600027883210094	0.0778178837490816	186904	8.49583	8.46223	186909	8.29833	8.85014	SSO0216	SSO0216	elongation factor 1-alpha	61046	64558	1694572	2553320	1219	1623	195667	77371	4314123	2317195	2894	2534	24044	24844	19013	1488313	1192850	1282736	417	1010	0.600742715552393	1	0.00603181844306331	0.0162150697869224	2.62478313881146e-06	6.19950676109263e-06
ID_160	gi|15896971|ref|NC_002754.1|	187541	187542	.	-	9.08829333333333	6.955372	8.38731333333333	10.22836	5.89113333333333	13.52148	5.57466	2.516288	9.09463333333333	6.34736	7.69752	9.814096	5.81418666666667	12.52744	5.35160666666667	2.42636	-0.385881722251078	-0.518858804632872	0.286294185653936	0.350461672957342	1.19863596030088	1.10744233241472	-0.452370263441975	0.318377929305639	1.1530391463578	0.0940289966945691	0.04537326540394	0.0644836326793103	187533	7.77458	8.65803	187536	6.35751	6.25146	SSO0217	SSO0217	30S ribosomal protein S7P	19914	11304	552806	447108	682	859	27527	18370	606933	550174	1093	994	3658	4050	3072	226431	194482	207297	149	359	0.215920716936729	0.646930887222366	7.38284284503946e-09	2.7102346434679e-08	2.08571205969848e-11	5.68548304889786e-11
ID_163	gi|15896971|ref|NC_002754.1|	189374	189375	.	-	13.8284666666667	9.85554	15.8459333333333	14.77608	15.6784666666667	18.25476	8.92182666666667	5.677628	13.1390666666667	9.66338	15.8264	15.3626	16.7396666666667	19.2474	9.02459333333333	6.34718	-0.488634369894243	-0.443262997688619	-0.100849055246384	-0.0429107242123515	0.219488228734244	0.201392775032711	-0.465948683791431	-0.0718798897293678	0.210440501883477	0.0320824049583351	0.0409685867647955	0.0127954180210008	189409	6.3303	6.9337	189408	5.77859	5.32244	SSO0221	SSO0221	50S ribosomal protein L30e	7980	4431	221521	175279	483	606	6670	5365	147064	160690	510	470	769	1043	798	47611	50081	53902	64	154	0.00427936859751421	0.0250878991413592	7.34409628087602e-42	4.75305025413036e-41	1.40919002586379e-21	4.71193184802789e-21
ID_177	gi|15896971|ref|NC_002754.1|	210083	210084	.	+	11.2783666666667	3.169504	9.80908	3.473252	7.34662	4.095724	9.61913333333333	2.74702	9.97018666666667	3.250488	8.8498	3.404204	6.35790666666667	4.606248	8.66415333333333	2.538908	-1.83122915790519	-1.61696418762376	-1.49783074297338	-1.37832735713142	-0.842962154708498	-0.464959750235311	-1.72409667276447	-1.4380790500524	-0.653960952471905	0.151508213456735	0.0845016545036026	0.267288063507811	210096	6.43879	7.23843	210089	9.58112	10.20125	SSO0242	SSO0242	adenylosuccinate synthetase	1730	1697	48045	67139	43	57	2266	1889	49975	56598	57	52	375	470	326	23218	22605	22030	9	22	0.0331871999984376	1	6.23092372581262e-17	1	4.74053107355921e-12	1
ID_183	gi|15896971|ref|NC_002754.1|	217132	217133	.	-	8.73179333333333	3.362188	6.39003333333333	5.039388	4.40598666666667	6.163688	6.04438666666667	1.510584	9.06310666666667	3.146972	6.69343333333333	5.366564	4.44628	5.885208	6.33396666666667	1.48696	-1.37687758807923	-1.52604132203835	-0.342574918258055	-0.318747734643948	0.484328706673328	0.404494601622159	-1.45145945505879	-0.330661326451002	0.444411654147744	0.105474687789605	0.016848363110112	0.0564512370516405	217137	9.49341	10.22167	217134	7.51914	8.6428	SSO0250	SSO0250	DNA repair and recombination protein RadA	28862	31885	801195	1261105	791	1057	27269	22783	601253	682348	711	658	46491	56432	48838	2877811	2709492	3294910	1252	3036	0.0199410283630426	0.0919650685839281	0.575011916131939	1	1.09498508843349e-15	3.32230855779088e-15
